sample_index,source_device,circuit_name,qasm_path,target_column,target_time_taken,target_semantics
0,osaka,qpeinexact_indep_qiskit_110,data/quantum_circuits/qpeinexact_indep_qiskit_110.qasm,time_taken,8.546002119,Ma-Li upstream time_taken; device-labelled run
135,kyoto,qnn_indep_qiskit_46,data/quantum_circuits/qnn_indep_qiskit_46.qasm,time_taken,3.2536599233333328,Ma-Li upstream time_taken; device-labelled run
136,kyoto,qnn_indep_qiskit_52,data/quantum_circuits/qnn_indep_qiskit_52.qasm,time_taken,4.062804295333334,Ma-Li upstream time_taken; device-labelled run
137,kyoto,su2random_indep_qiskit_79,data/quantum_circuits/su2random_indep_qiskit_79.qasm,time_taken,9.495080022666668,Ma-Li upstream time_taken; device-labelled run
138,kyoto,qpeinexact_indep_qiskit_122,data/quantum_circuits/qpeinexact_indep_qiskit_122.qasm,time_taken,9.160844985333334,Ma-Li upstream time_taken; device-labelled run
139,kyoto,random_indep_qiskit_59,data/quantum_circuits/random_indep_qiskit_59.qasm,time_taken,10.846070288000002,Ma-Li upstream time_taken; device-labelled run
140,kyoto,qpeinexact_indep_qiskit_120,data/quantum_circuits/qpeinexact_indep_qiskit_120.qasm,time_taken,9.639311725333334,Ma-Li upstream time_taken; device-labelled run
141,kyoto,qnn_indep_qiskit_50,data/quantum_circuits/qnn_indep_qiskit_50.qasm,time_taken,4.0460203476666665,Ma-Li upstream time_taken; device-labelled run
142,kyoto,qftentangled_indep_qiskit_116,data/quantum_circuits/qftentangled_indep_qiskit_116.qasm,time_taken,8.311285474666667,Ma-Li upstream time_taken; device-labelled run
143,kyoto,qftentangled_indep_qiskit_117,data/quantum_circuits/qftentangled_indep_qiskit_117.qasm,time_taken,8.796179142333333,Ma-Li upstream time_taken; device-labelled run
144,kyoto,qnn_indep_qiskit_51,data/quantum_circuits/qnn_indep_qiskit_51.qasm,time_taken,4.193322130666666,Ma-Li upstream time_taken; device-labelled run
145,kyoto,qpeinexact_indep_qiskit_121,data/quantum_circuits/qpeinexact_indep_qiskit_121.qasm,time_taken,10.253790127666669,Ma-Li upstream time_taken; device-labelled run
146,kyoto,random_indep_qiskit_58,data/quantum_circuits/random_indep_qiskit_58.qasm,time_taken,10.401658715999998,Ma-Li upstream time_taken; device-labelled run
147,kyoto,random_indep_qiskit_64,data/quantum_circuits/random_indep_qiskit_64.qasm,time_taken,12.750796255,Ma-Li upstream time_taken; device-labelled run
